Port Name,Administrative Approach Rank,"Total
Points",Economy Label,Port Name.1,Statistic Approach Rank,IndeX Value,Economy Label.1,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2020S02,S2   2020,2020,S,Semi-annual,392,5,Dry bulk carriers,0.8194,,13,,16788,,161294,,29143,,327017,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2020S02,S2   2020,2020,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,17348,,76420,,7539,,43878,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2020S02,S2   2020,2020,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3319,,14,,6138,,51035,,6671,,58811,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2020S02,S2   2020,2020,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0354,,13,,79906,,149367,,57826,,122006,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,0.4146,,14,,10716,,228741,,14802,,327017,,1571,,21237,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,,,16,,4806,,50444,,,,,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,0.3111,,12,,7646,,165571,,12865,,322861,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571,,21237,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,1.1951,,15,,6764,,50000,,8990,,80344,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,0.9035,,14,,17113,,161294,,29676,,327017,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,17518,,76420,,7586,,43878,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3153,,14,,6931,,51035,,7523,,58811,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0222,,13,,73306,,149367,,53101,,122079,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,0,All ships,0.4174,,13,,10151,,164688,,15073,,327017,,1508,,14336,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,1,Passenger ships,,,15,,4714,,50444,,,,,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,0.3104,,12,,8112,,164688,,13728,,320785,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,3,Container ships,0.3708,,13,,15707,,151015,,,,,,1508,,14336,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,1.1913,,14,,6657,,66870,,8835,,80236,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,0.7552,,13,,16549,,161294,,28537,,327017,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,17598,,76420,,7562,,43878,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3222,,13,,5872,,50700,,6324,,58899,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S02,S2   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0347,,13,,74046,,149367,,53333,,122006,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,0,All ships,0.4201,,14,,10111,,165541,,15391,,327017,,1529,,14336,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,1,Passenger ships,,,16,,4484,,50444,,,,,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,2,Liquid bulk carriers,0.3076,,12,,8247,,165541,,13980,,322861,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,3,Container ships,0.3792,,14,,15801,,151015,,,,,,1529,,14336,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,4,Dry breakbulk carriers,1.216,,15,,6929,,66870,,9406,,138743,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,5,Dry bulk carriers,0.7993,,14,,17084,,161294,,29632,,327017,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,17025,,76420,,7440,,43878,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3354,,13,,7042,,51035,,7674,,58757,,,,,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2022S01,S1   2022,2022,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0125,,14,,69123,,149367,,49931,,122079,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,0,All ships,0.41,,13,,11793,,217612,,15429,,400000,,1670,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,1,Passenger ships,,,16,,6631,,168666,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,11,,8359,,164680,,14305,,323182,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17534,,217612,,,,,,1670,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.1,,14,,6556,,49720,,8762,,80500,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.86,,14,,17782,,203403,,31238,,400000,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,18947,,76500,,7876,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.32,,16,,5931,,48963,,6476,,58811,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2018S02,S2   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,1,,12,,78194,,151500,,55912,,122052,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,0,All ships,0.4125,,14,,11753,,219688,,15561,,400000,,1695,,20150,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,1,Passenger ships,,,16,,6497,,168666,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,2,Liquid bulk carriers,0.3083,,12,,8253,,166414,,14086,,323183,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,3,Container ships,0.35,,13,,17701,,219688,,,,,,1695,,20150,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,4,Dry breakbulk carriers,1.1819,,15,,6907,,61185,,9770,,138743,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,5,Dry bulk carriers,0.9111,,14,,17851,,198980,,31261,,400000,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18438,,77000,,7724,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3424,,16,,6660,,50676,,7347,,58811,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S01,S1   2019,2019,S,Semi-annual,392,8,Liquefied natural gas carriers,0.9854,,13,,77872,,151500,,55544,,122052,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,0,All ships,0.4049,,14,,10981,,219688,,15290,,400000,,1598,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,1,Passenger ships,,,16,,6202,,169379,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,2,Liquid bulk carriers,0.3083,,11,,8325,,167578,,14194,,320701,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,3,Container ships,0.3444,,12,,16744,,219688,,,,,,1598,,20388,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,4,Dry breakbulk carriers,1.1229,,14,,6641,,49848,,9637,,138743,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,5,Dry bulk carriers,0.7931,,14,,17080,,203403,,29801,,400000,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,17751,,76420,,7560,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3333,,15,,5864,,51035,,6401,,58757,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2019S02,S2   2019,2019,S,Semi-annual,392,8,Liquefied natural gas carriers,0.9986,,12,,74519,,149367,,53364,,121939,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,0,All ships,0.3993,,14,,10709,,201989,,14947,,400440,,1600,,18400,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,1,Passenger ships,,,16,,5109,,169379,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,2,Liquid bulk carriers,0.3063,,12,,8069,,167578,,13715,,321137,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600,,18400,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,4,Dry breakbulk carriers,1.1708,,15,,6497,,49854,,8754,,80500,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,5,Dry bulk carriers,0.8396,,14,,17103,,201989,,29737,,400440,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,16757,,76420,,7291,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3403,,15,,6559,,51035,,7191,,58811,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S01,S1   2020,2020,S,Semi-annual,392,8,Liquefied natural gas carriers,0.9958,,14,,71816,,149367,,52010,,121963,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,0,All ships,0.3951,,13,,10656,,192237,,14583,,327017,,1641,,18400,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,1,Passenger ships,,,15,,4831,,50444,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,2,Liquid bulk carriers,0.3118,,12,,7687,,162858,,12957,,318000,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,3,Container ships,0.3389,,12,,17145,,192237,,,,,,1641,,18400,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,4,Dry breakbulk carriers,1.0986,,14,,6704,,51065,,8951,,80344,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,5,Dry bulk carriers,0.8194,,13,,16788,,161294,,29143,,327017,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,17348,,76420,,7539,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3319,,14,,6138,,51035,,6671,,58811,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2020S02,S2   2020,2020,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0354,,13,,79906,,149367,,57826,,122006,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,0.4146,,14,,10716,,228741,,14802,,327017,,1571,,21237,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,,,16,,4806,,50444,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,0.3111,,12,,7646,,165571,,12865,,322861,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571,,21237,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,1.1951,,15,,6764,,50000,,8990,,80344,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,0.9035,,14,,17113,,161294,,29676,,327017,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,17518,,76420,,7586,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3153,,14,,6931,,51035,,7523,,58811,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0222,,13,,73306,,149367,,53101,,122079,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,0,All ships,0.4174,,13,,10151,,164688,,15073,,327017,,1508,,14336,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,1,Passenger ships,,,15,,4714,,50444,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,0.3104,,12,,8112,,164688,,13728,,320785,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,3,Container ships,0.3708,,13,,15707,,151015,,,,,,1508,,14336,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,1.1913,,14,,6657,,66870,,8835,,80236,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,0.7552,,13,,16549,,161294,,28537,,327017,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,11,,17598,,76420,,7562,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3222,,13,,5872,,50700,,6324,,58899,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2021S02,S2   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0347,,13,,74046,,149367,,53333,,122006,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,0,All ships,0.4201,,14,,10111,,165541,,15391,,327017,,1529,,14336,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,1,Passenger ships,,,16,,4484,,50444,,,,,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,2,Liquid bulk carriers,0.3076,,12,,8247,,165541,,13980,,322861,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,3,Container ships,0.3792,,14,,15801,,151015,,,,,,1529,,14336,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,4,Dry breakbulk carriers,1.216,,15,,6929,,66870,,9406,,138743,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,5,Dry bulk carriers,0.7993,,14,,17084,,161294,,29632,,327017,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,17025,,76420,,7440,,43878,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3354,,13,,7042,,51035,,7674,,58757,,,,,
YOKKAICHI,91,46.268,Japan,RIO GRANDE (BRAZIL),91,19.297,Brazil,2022S01,S1   2022,2022,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0125,,14,,69123,,149367,,49931,,122079,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,0,All ships,0.41,,13,,11793,,217612,,15429,,400000,,1670,,20388,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,1,Passenger ships,,,16,,6631,,168666,,,,,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,11,,8359,,164680,,14305,,323182,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17534,,217612,,,,,,1670,,20388,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.1,,14,,6556,,49720,,8762,,80500,,,,,
NAHA,120,31.94,Japan,OMAEZAKI,120,11.448,Japan,2018S02,S2   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.86,,14,,17782,,203403,,31238,,400000,,,,,
