,Port Name,Administrative Approach Rank,Total Points,Economy Label,Port Name.1,Statistic Approach Rank,IndeX Value,Economy Label.1,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
2436,TOMAKOMAI,239,-1.381,Japan,CONAKRY,239,-0.481,Guinea,2022S01,S1   2022,2022,S,Semi-annual,392,4,Dry breakbulk carriers,1.216,,15,,6929,,66870,,9406,,138743,,,,,
2437,TOMAKOMAI,239,-1.381,Japan,CONAKRY,239,-0.481,Guinea,2022S01,S1   2022,2022,S,Semi-annual,392,5,Dry bulk carriers,0.7993,,14,,17084,,161294,,29632,,327017,,,,,
2438,TOMAKOMAI,239,-1.381,Japan,CONAKRY,239,-0.481,Guinea,2022S01,S1   2022,2022,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,17025,,76420,,7440,,43878,,,,,
2439,TOMAKOMAI,239,-1.381,Japan,CONAKRY,239,-0.481,Guinea,2022S01,S1   2022,2022,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.3354,,13,,7042,,51035,,7674,,58757,,,,,
2440,TOMAKOMAI,239,-1.381,Japan,CONAKRY,239,-0.481,Guinea,2022S01,S1   2022,2022,S,Semi-annual,392,8,Liquefied natural gas carriers,1.0125,,14,,69123,,149367,,49931,,122079,,,,,
2441,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
2442,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
2443,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
2444,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
2445,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
2446,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
2447,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
2448,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
2449,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
2450,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,0,All ships,0.87,,17,,15668,,228081,,13876,,299999,,3183,,20776,
2451,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,1,Passenger ships,,,20,,13519,,228081,,,,,,,,,
2452,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,10726,,160534,,17617,,299999,,,,,
2453,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,3,Container ships,0.67,,13,,35008,,217673,,,,,,3183,,20776,
2454,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5169,,51065,,7253,,88666,,,,,
2455,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.28,,13,,24954,,108237,,43597,,207672,,,,,
2456,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,21334,,77000,,7481,,48988,,,,,
2457,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.97,,11,,7189,,48963,,8206,,54656,,,,,
2458,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2018S02,S2   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.06,,11,,98650,,137535,,77586,,121963,,,,,
2459,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,0,All ships,0.8701,,17,,16080,,225282,,13776,,313049,,3194,,20776,
2460,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,1,Passenger ships,,,20,,13837,,225282,,,,,,,,,
2461,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,2,Liquid bulk carriers,0.9,,11,,11040,,87827,,18097,,167294,,,,,
2462,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,3,Container ships,0.6552,,14,,35140,,217673,,,,,,3194,,20776,
2463,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,4,Dry breakbulk carriers,1.1292,,15,,5048,,46295,,7084,,81279,,,,,
2464,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,5,Dry bulk carriers,1.8226,,16,,22957,,151915,,39988,,313049,,,,,
2465,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,17,,21977,,77000,,7610,,48988,,,,,
2466,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.9281,,11,,8211,,48963,,9446,,55209,,,,,
2467,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S01,S1   2019,2019,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0215,,11,,87812,,163922,,68982,,130208,,,,,
2468,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,0,All ships,0.8875,,17,,16361,,232618,,14172,,318744,,3277,,23756,
2469,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,1,Passenger ships,,,19,,14431,,225282,,,,,,,,,
2470,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,2,Liquid bulk carriers,0.8944,,11,,11108,,160457,,18237,,318744,,,,,
2471,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,3,Container ships,0.6493,,14,,36049,,232618,,,,,,3277,,23756,
2472,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,4,Dry breakbulk carriers,1.2111,,15,,5207,,71543,,7313,,62980,,,,,
2473,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,5,Dry bulk carriers,2.0184,,16,,21871,,106884,,37673,,206007,,,,,
2474,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,17,,22925,,76420,,7874,,46705,,,,,
2475,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.9792,,11,,7077,,48963,,8105,,55173,,,,,
2476,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2019S02,S2   2019,2019,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0458,,9,,96959,,163922,,76585,,156000,,,,,
2477,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,0,All ships,0.9021,,17,,16447,,232618,,14031,,208000,,3257,,23756,
2478,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,1,Passenger ships,,,19,,13475,,220000,,,,,,,,,
2479,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,2,Liquid bulk carriers,0.9007,,12,,10418,,87146,,16963,,166300,,,,,
2480,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257,,23756,
2481,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,4,Dry breakbulk carriers,1.2389,,16,,5262,,71543,,7285,,62980,,,,,
2482,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,5,Dry bulk carriers,1.8323,,17,,21521,,107737,,36923,,208000,,,,,
2483,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,17,,22643,,76420,,8174,,45200,,,,,
2484,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,7,Liquefied petroleum gas carriers,1.0097,,14,,9308,,48502,,10977,,58610,,,,,
2485,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S01,S1   2020,2020,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071,,156000,,,,,
2486,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,0,All ships,0.9021,,16,,15190,,236583,,14746,,205888,,3258,,23756,
2487,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,1,Passenger ships,,,18,,11069,,183900,,,,,,,,,
2488,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,2,Liquid bulk carriers,0.9118,,12,,10637,,94729,,17350,,164751,,,,,
2489,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,3,Container ships,0.6622,,14,,35676,,236583,,,,,,3258,,23756,
2490,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,4,Dry breakbulk carriers,1.184,,16,,5154,,66870,,7212,,71955,,,,,
2491,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,5,Dry bulk carriers,1.7528,,16,,22019,,106823,,37963,,205888,,,,,
2492,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,18,,26692,,76420,,10240,,48988,,,,,
2493,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,7,Liquefied petroleum gas carriers,1.0625,,12,,7313,,48963,,8376,,55173,,,,,
2494,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2020S02,S2   2020,2020,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0604,,9,,103847,,168189,,82409,,154940,,,,,
2495,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,0,All ships,0.9021,,17,,15586,,237200,,14952,,211182,,3004,,23756,
2496,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,1,Passenger ships,,,19,,12497,,228081,,,,,,,,,
2497,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,2,Liquid bulk carriers,0.9174,,13,,10523,,88704,,17148,,164733,,,,,
2498,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004,,23756,
2499,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,4,Dry breakbulk carriers,1.1653,,17,,5063,,66870,,7093,,71955,,,,,
2500,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,5,Dry bulk carriers,1.7694,,16,,22935,,109716,,39717,,211182,,,,,
2501,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,20,,30279,,76420,,11772,,48988,,,,,
2502,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,7,Liquefied petroleum gas carriers,1.0361,,12,,6888,,48022,,7804,,58691,,,,,
2503,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S01,S1   2021,2021,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0184,,12,,95587,,136980,,74060,,121957,,,,,
2504,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,0,All ships,0.9007,,17,,16267,,236583,,15043,,183123,,3054,,23964,
2505,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,1,Passenger ships,,,19,,14683,,226963,,,,,,,,,
2506,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,2,Liquid bulk carriers,0.8868,,12,,11278,,86266,,18514,,165209,,,,,
2507,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,3,Container ships,0.6563,,15,,32877,,236583,,,,,,3054,,23964,
2508,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,4,Dry breakbulk carriers,1.2007,,16,,5055,,66870,,7143,,72562,,,,,
2509,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,5,Dry bulk carriers,1.7875,,15,,24154,,95086,,42151,,183123,,,,,
2510,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,13,,22205,,76420,,7688,,45200,,,,,
2511,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,7,Liquefied petroleum gas carriers,1.0035,,12,,6573,,48060,,7327,,55047,,,,,
2512,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2021S02,S2   2021,2021,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0812,,10,,93832,,163922,,74409,,130441,,,,,
2513,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,0,All ships,0.9264,,17,,17097,,236583,,16621,,314014,,3157,,23964,
2514,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,1,Passenger ships,,,19,,15446,,235600,,,,,,,,,
2515,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,2,Liquid bulk carriers,0.8924,,13,,11684,,160682,,19302,,314014,,,,,
2516,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,3,Container ships,0.699,,16,,34094,,236583,,,,,,3157,,23964,
2517,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,4,Dry breakbulk carriers,1.1882,,17,,5109,,91784,,7195,,116173,,,,,
2518,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,5,Dry bulk carriers,1.8729,,14,,26536,,107761,,46280,,209472,,,,,
2519,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,14,,23991,,76420,,8288,,45200,,,,,
2520,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,7,Liquefied petroleum gas carriers,1.0146,,12,,7833,,48600,,8843,,55076,,,,,
2521,ALGECIRAS,11,155.851,Spain,CAI MEP,11,67.529,Vietnam,2022S01,S1   2022,2022,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0562,,9,,99072,,163922,,77044,,130441,,,,,
2522,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
2523,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
2524,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
2525,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
2526,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
2527,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
2528,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
2529,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
2530,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
2531,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,0,All ships,0.87,,17,,15668,,228081,,13876,,299999,,3183,,20776,
2532,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,1,Passenger ships,,,20,,13519,,228081,,,,,,,,,
2533,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,10726,,160534,,17617,,299999,,,,,
2534,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,3,Container ships,0.67,,13,,35008,,217673,,,,,,3183,,20776,
2535,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5169,,51065,,7253,,88666,,,,,
2536,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.28,,13,,24954,,108237,,43597,,207672,,,,,
2537,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,21334,,77000,,7481,,48988,,,,,
2538,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.97,,11,,7189,,48963,,8206,,54656,,,,,
2539,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2018S02,S2   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.06,,11,,98650,,137535,,77586,,121963,,,,,
2540,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,0,All ships,0.8701,,17,,16080,,225282,,13776,,313049,,3194,,20776,
2541,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,1,Passenger ships,,,20,,13837,,225282,,,,,,,,,
2542,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,2,Liquid bulk carriers,0.9,,11,,11040,,87827,,18097,,167294,,,,,
2543,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,3,Container ships,0.6552,,14,,35140,,217673,,,,,,3194,,20776,
2544,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,4,Dry breakbulk carriers,1.1292,,15,,5048,,46295,,7084,,81279,,,,,
2545,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,5,Dry bulk carriers,1.8226,,16,,22957,,151915,,39988,,313049,,,,,
2546,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,17,,21977,,77000,,7610,,48988,,,,,
2547,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.9281,,11,,8211,,48963,,9446,,55209,,,,,
2548,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S01,S1   2019,2019,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0215,,11,,87812,,163922,,68982,,130208,,,,,
2549,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,0,All ships,0.8875,,17,,16361,,232618,,14172,,318744,,3277,,23756,
2550,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,1,Passenger ships,,,19,,14431,,225282,,,,,,,,,
2551,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,2,Liquid bulk carriers,0.8944,,11,,11108,,160457,,18237,,318744,,,,,
2552,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,3,Container ships,0.6493,,14,,36049,,232618,,,,,,3277,,23756,
2553,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,4,Dry breakbulk carriers,1.2111,,15,,5207,,71543,,7313,,62980,,,,,
2554,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,5,Dry bulk carriers,2.0184,,16,,21871,,106884,,37673,,206007,,,,,
2555,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,17,,22925,,76420,,7874,,46705,,,,,
2556,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.9792,,11,,7077,,48963,,8105,,55173,,,,,
2557,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2019S02,S2   2019,2019,S,Semi-annual,724,8,Liquefied natural gas carriers,1.0458,,9,,96959,,163922,,76585,,156000,,,,,
2558,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,0,All ships,0.9021,,17,,16447,,232618,,14031,,208000,,3257,,23756,
2559,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,1,Passenger ships,,,19,,13475,,220000,,,,,,,,,
2560,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,2,Liquid bulk carriers,0.9007,,12,,10418,,87146,,16963,,166300,,,,,
2561,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257,,23756,
2562,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,4,Dry breakbulk carriers,1.2389,,16,,5262,,71543,,7285,,62980,,,,,
2563,BARCELONA,22,119.332,Spain,COLOMBO,22,54.09,Sri Lanka,2020S01,S1   2020,2020,S,Semi-annual,724,5,Dry bulk carriers,1.8323,,17,,21521,,107737,,36923,,208000,,,,,
