Port Name,Administrative Approach Rank,"Total
Points",Economy Label,Statistic Approach Rank,IndeX Value,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,3,Container ships,1.48,,12,,57642,,154300,,,,,,5161,,14568,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,4,Dry breakbulk carriers,0.28,,8,,10336,,37447,,12753,,61860,,,,,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,5,Dry bulk carriers,0.55,,22,,28506,,108051,,49364,,209935,,,,,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,6,Roll-on/ roll-off ships,,,24,,15380,,100430,,7900,,55828,,,,,
MONTREAL,311,-39.809,Canada,311,-19.234,2019S02,S2   2019,2019,S,Semi-annual,124,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,0,All ships,0.84,,24,,14239,,168028,,35357,,319547,,5161,,14568,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,1,Passenger ships,,,27,,8836,,168028,,,,,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,2,Liquid bulk carriers,1.18,,12,,23604,,161367,,39776,,319547,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,3,Container ships,1.48,,12,,57642,,154300,,,,,,5161,,14568,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,4,Dry breakbulk carriers,0.28,,8,,10336,,37447,,12753,,61860,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,5,Dry bulk carriers,0.55,,22,,28506,,108051,,49364,,209935,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2018S01,S1   2018,2018,S,Semi-annual,124,6,Roll-on/ roll-off ships,,,24,,15380,,100430,,7900,,55828,,,,,
PRINCE RUPERT,344,-114.287,Canada,344,-52.914,2019S02,S2   2019,2019,S,Semi-annual,124,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,0,All ships,0.84,,24,,14239,,168028,,35357,,319547,,5161,,14568,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,1,Passenger ships,,,27,,8836,,168028,,,,,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,2,Liquid bulk carriers,1.18,,12,,23604,,161367,,39776,,319547,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,3,Container ships,1.48,,12,,57642,,154300,,,,,,5161,,14568,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,4,Dry breakbulk carriers,0.28,,8,,10336,,37447,,12753,,61860,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,5,Dry bulk carriers,0.55,,22,,28506,,108051,,49364,,209935,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2018S01,S1   2018,2018,S,Semi-annual,124,6,Roll-on/ roll-off ships,,,24,,15380,,100430,,7900,,55828,,,,,
VANCOUVER (CANADA),368,-573.524,Canada,368,-245.879,2019S02,S2   2019,2019,S,Semi-annual,124,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
IMBITUBA,51,82.974,Brazil,51,32.543,,,,,,,,,,,,,,,,,,,,,,,,
ITAPOA,72,57.826,Brazil,72,21.916,,,,,,,,,,,,,,,,,,,,,,,,
RIO DE JANEIRO,93,45.956,Brazil,93,18.277,,,,,,,,,,,,,,,,,,,,,,,,
RIO GRANDE (BRAZIL),97,44.636,Brazil,97,17.16,,,,,,,,,,,,,,,,,,,,,,,,
SALVADOR,112,36.123,Brazil,112,14.642,,,,,,,,,,,,,,,,,,,,,,,,
PECEM,121,29.363,Brazil,121,10.971,,,,,,,,,,,,,,,,,,,,,,,,
SEPETIBA,123,28.257,Brazil,123,10.771,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS,188,9.866,Brazil,188,4.056,,,,,,,,,,,,,,,,,,,,,,,,
PARANAGUA,198,8.119,Brazil,198,2.735,,,,,,,,,,,,,,,,,,,,,,,,
ITAJA?,207,4.452,Brazil,207,2.089,,,,,,,,,,,,,,,,,,,,,,,,
VIT?RIA,217,3.264,Brazil,217,1.288,,,,,,,,,,,,,,,,,,,,,,,,
VILA DO CONDE,244,-2.095,Brazil,244,-0.929,,,,,,,,,,,,,,,,,,,,,,,,
MANAUS,263,-9.337,Brazil,263,-4.392,,,,,,,,,,,,,,,,,,,,,,,,
FORTALEZA,275,-14.807,Brazil,275,-6.427,,,,,,,,,,,,,,,,,,,,,,,,
SUAPE,280,-17.478,Brazil,280,-7.109,,,,,,,,,,,,,,,,,,,,,,,,
LAEM CHABANG,57,74.024,Thailand,57,29.111,,,,,,,,,,,,,,,,,,,,,,,,
SIAM SEAPORT,103,43.527,Thailand,103,16.338,,,,,,,,,,,,,,,,,,,,,,,,
BANGKOK,299,-30.452,Thailand,299,-12.365,,,,,,,,,,,,,,,,,,,,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,0,All ships,0.58,,18,,13497,,217673,,8428,,317106,,3825,,21413,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,1,Passenger ships,,,19,,12183,,171598,,,,,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,2,Liquid bulk carriers,0.36,,18,,4469,,160278,,7497,,317106,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,3,Container ships,0.79,,12,,41922,,217673,,,,,,3825,,21413,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,4,Dry breakbulk carriers,0.54,,19,,3468,,71543,,4669,,69990,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,5,Dry bulk carriers,2.43,,12,,29157,,107684,,51453,,209177,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,6,Roll-on/ roll-off ships,,,15,,28585,,100430,,11847,,55828,,,,,
BREMERHAVEN,59,67.922,Germany,59,28.629,2018S01,S1   2018,2018,S,Semi-annual,276,7,Liquefied petroleum gas carriers,0.73,,12,,4891,,35853,,5420,,42937,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,0,All ships,0.58,,18,,13497,,217673,,8428,,317106,,3825,,21413,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,1,Passenger ships,,,19,,12183,,171598,,,,,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,2,Liquid bulk carriers,0.36,,18,,4469,,160278,,7497,,317106,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,3,Container ships,0.79,,12,,41922,,217673,,,,,,3825,,21413,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,4,Dry breakbulk carriers,0.54,,19,,3468,,71543,,4669,,69990,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,5,Dry bulk carriers,2.43,,12,,29157,,107684,,51453,,209177,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,6,Roll-on/ roll-off ships,,,15,,28585,,100430,,11847,,55828,,,,,
HAMBURG,232,0.185,Germany,232,-0.164,2018S01,S1   2018,2018,S,Semi-annual,276,7,Liquefied petroleum gas carriers,0.73,,12,,4891,,35853,,5420,,42937,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,0,All ships,0.58,,18,,13497,,217673,,8428,,317106,,3825,,21413,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,1,Passenger ships,,,19,,12183,,171598,,,,,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,2,Liquid bulk carriers,0.36,,18,,4469,,160278,,7497,,317106,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,3,Container ships,0.79,,12,,41922,,217673,,,,,,3825,,21413,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,4,Dry breakbulk carriers,0.54,,19,,3468,,71543,,4669,,69990,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,5,Dry bulk carriers,2.43,,12,,29157,,107684,,51453,,209177,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,6,Roll-on/ roll-off ships,,,15,,28585,,100430,,11847,,55828,,,,,
WILHELMSHAVEN,233,-0.02,Germany,233,-0.183,2018S01,S1   2018,2018,S,Semi-annual,276,7,Liquefied petroleum gas carriers,0.73,,12,,4891,,35853,,5420,,42937,,,,,
KHALIFA BIN SALMAN,62,67.72,Bahrain,62,25.486,,,,,,,,,,,,,,,,,,,,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
GIOIA TAURO,65,62.42,Italy,65,24.225,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
SAVONA-VADO,94,45.9,Italy,94,17.677,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
CIVITAVECCHIA,162,15.62,Italy,162,6.011,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
ANCONA,179,11.804,Italy,179,4.729,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
ANCONA,179,11.804,Italy,179,4.729,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
RAVENNA,187,10.047,Italy,187,4.399,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
CATANIA,191,9.365,Italy,191,3.87,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
CATANIA,191,9.365,Italy,191,3.87,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
SALERNO,192,9.315,Italy,192,3.722,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
SALERNO,192,9.315,Italy,192,3.722,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
BARI,193,9.166,Italy,193,3.579,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
BARI,193,9.166,Italy,193,3.579,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
PALERMO,204,5.569,Italy,204,2.236,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
PALERMO,204,5.569,Italy,204,2.236,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
TRAPANI,213,3.98,Italy,213,1.537,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
VENICE,235,-0.39,Italy,235,-0.325,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
