Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote
2020S01,S1   2020,2020,S,Semi-annual,1633,SIDS: Pacific,3,Container ships,361,
2020S01,S1   2020,2020,S,Semi-annual,1633,SIDS: Pacific,4,Dry breakbulk carriers,402,
2020S01,S1   2020,2020,S,Semi-annual,1633,SIDS: Pacific,6,Roll-on/ roll-off ships,18,
2020S01,S1   2020,2020,S,Semi-annual,1633,SIDS: Pacific,7,Liquefied petroleum gas carriers,36,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),0,All ships,53653,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),1,Passenger ships,10546,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),2,Liquid bulk carriers,19724,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),3,Container ships,13435,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),4,Dry breakbulk carriers,5719,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),5,Dry bulk carriers,1981,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),6,Roll-on/ roll-off ships,1368,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),7,Liquefied petroleum gas carriers,643,
2020S01,S1   2020,2020,S,Semi-annual,1640,SIDS (Small island developing States) (UN-OHRLLS),8,Liquefied natural gas carriers,237,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,0,All ships,24814,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,1,Passenger ships,23767,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,289,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,3,Container ships,233,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,376,
2020S01,S1   2020,2020,S,Semi-annual,191,Croatia,5,Dry bulk carriers,149,
2020S01,S1   2020,2020,S,Semi-annual,208,Denmark,0,All ships,48969,
2020S01,S1   2020,2020,S,Semi-annual,208,Denmark,1,Passenger ships,42120,
2020S01,S1   2020,2020,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,1388,
