Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Port Name,Administrative Approach Rank,"Total
Points",Statistic Approach Rank,IndeX Value
2020,S,Semi-annual,251,France,5,Dry bulk carriers,3.1076,,13,,23795,,106952,,40825.0,,205203.0,,,,,,PORT OF SPAIN,260,0.775,248,-11.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,BORUSAN,166,-0.163,195,-1.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,DUNKIRK,118,-0.611,305,-33.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,FORT−DE−FRANCE,125,-0.543,112,15.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,GUAYAQUIL,336,3.647,161,5.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,LIVORNO,251,0.658,332,-77.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,MEJILLONES,289,1.381,311,-38.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,MIAMI,200,0.149,114,14.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,NEMRUT BAY,329,2.97,326,-61.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,OAKLAND,332,3.163,334,-79.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,PAPEETE,157,-0.227,167,4.0
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,POINTE-NOIRE,362,-320.281,362,-110.337
2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,29581,,76420,,11906.0,,45200.0,,,,,,PORT OF SPAIN,260,0.775,248,-11.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,BORUSAN,166,-0.163,195,-1.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,DUNKIRK,118,-0.611,305,-33.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,FORT−DE−FRANCE,125,-0.543,112,15.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,GUAYAQUIL,336,3.647,161,5.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,LIVORNO,251,0.658,332,-77.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,MEJILLONES,289,1.381,311,-38.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,MIAMI,200,0.149,114,14.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,NEMRUT BAY,329,2.97,326,-61.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,OAKLAND,332,3.163,334,-79.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,PAPEETE,157,-0.227,167,4.0
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,POINTE-NOIRE,362,-320.281,362,-110.337
2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1017,,12,,8674,,48167,,9743.0,,58610.0,,,,,,PORT OF SPAIN,260,0.775,248,-11.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,BORUSAN,166,-0.163,195,-1.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,DUNKIRK,118,-0.611,305,-33.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,FORT−DE−FRANCE,125,-0.543,112,15.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,GUAYAQUIL,336,3.647,161,5.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,LIVORNO,251,0.658,332,-77.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,MEJILLONES,289,1.381,311,-38.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,MIAMI,200,0.149,114,14.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,NEMRUT BAY,329,2.97,326,-61.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,OAKLAND,332,3.163,334,-79.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,PAPEETE,157,-0.227,167,4.0
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,POINTE-NOIRE,362,-320.281,362,-110.337
2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1625,,9,,106800,,163922,,82536.0,,130026.0,,,,,,PORT OF SPAIN,260,0.775,248,-11.0
2020,S,Semi-annual,276,Germany,0,All ships,0.8205,,19,,14244,,232618,,9305.0,,297638.0,,4455.0,,23964.0,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,0,All ships,0.8205,,19,,14244,,232618,,9305.0,,297638.0,,4455.0,,23964.0,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,0,All ships,0.8205,,19,,14244,,232618,,9305.0,,297638.0,,4455.0,,23964.0,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,12043,,125572,,,,,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,12043,,125572,,,,,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,12043,,125572,,,,,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5208,,17,,5045,,157316,,8436.0,,297638.0,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5208,,17,,5045,,157316,,8436.0,,297638.0,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5208,,17,,5045,,157316,,8436.0,,297638.0,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,3,Container ships,0.9667,,13,,48606,,232618,,,,,,4455.0,,23964.0,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,3,Container ships,0.9667,,13,,48606,,232618,,,,,,4455.0,,23964.0,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,3,Container ships,0.9667,,13,,48606,,232618,,,,,,4455.0,,23964.0,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,1.0104,,21,,3683,,71543,,4852.0,,62053.0,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,1.0104,,21,,3683,,71543,,4852.0,,62053.0,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,1.0104,,21,,3683,,71543,,4852.0,,62053.0,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.6139,,14,,27377,,109716,,47845.0,,211081.0,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.6139,,14,,27377,,109716,,47845.0,,211081.0,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.6139,,14,,27377,,109716,,47845.0,,211081.0,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,16,,30253,,100430,,12041.0,,55828.0,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,16,,30253,,100430,,12041.0,,55828.0,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,16,,30253,,100430,,12041.0,,55828.0,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8333,,13,,5416,,26261,,5922.0,,38427.0,,,,,,BRISBANE,246,0.569,234,-8.0
2020,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8333,,13,,5416,,26261,,5922.0,,38427.0,,,,,,HAMAD PORT,36,-2.411,191,0.0
2020,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8333,,13,,5416,,26261,,5922.0,,38427.0,,,,,,WELLINGTON,176,-0.049,141,8.0
2020,S,Semi-annual,300,Greece,0,All ships,0.849,,21,,8161,,215553,,7628.0,,174008.0,,3699.0,,21413.0,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,0,All ships,0.849,,21,,8161,,215553,,7628.0,,174008.0,,3699.0,,21413.0,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,0,All ships,0.849,,21,,8161,,215553,,7628.0,,174008.0,,3699.0,,21413.0,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,1,Passenger ships,,,19,,7240,,168666,,,,,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,1,Passenger ships,,,19,,7240,,168666,,,,,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,1,Passenger ships,,,19,,7240,,168666,,,,,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6354,,22,,5511,,87146,,8796.0,,167295.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6354,,22,,5511,,87146,,8796.0,,167295.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6354,,22,,5511,,87146,,8796.0,,167295.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,3,Container ships,0.9861,,16,,39631,,215553,,,,,,3699.0,,21413.0,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,3,Container ships,0.9861,,16,,39631,,215553,,,,,,3699.0,,21413.0,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,3,Container ships,0.9861,,16,,39631,,215553,,,,,,3699.0,,21413.0,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.2424,,33,,2767,,22064,,3875.0,,33422.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.2424,,33,,2767,,22064,,3875.0,,33422.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.2424,,33,,2767,,22064,,3875.0,,33422.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.4056,,26,,5981,,88930,,10076.0,,174008.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.4056,,26,,5981,,88930,,10076.0,,174008.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.4056,,26,,5981,,88930,,10076.0,,174008.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,32,,16602,,76420,,6983.0,,28818.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,32,,16602,,76420,,6983.0,,28818.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,32,,16602,,76420,,6983.0,,28818.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,0.9722,,23,,5687,,17242,,6770.0,,18111.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,0.9722,,23,,5687,,17242,,6770.0,,18111.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,0.9722,,23,,5687,,17242,,6770.0,,18111.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.2007,,11,,113469,,136980,,96312.0,,156000.0,,,,,,"HONG KONG, HONG KONG SAR, CHINA",7,-4.276,242,-9.0
2020,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.2007,,11,,113469,,136980,,96312.0,,156000.0,,,,,,PIRAEUS,93,-0.859,89,23.0
2020,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.2007,,11,,113469,,136980,,96312.0,,156000.0,,,,,,TEMA,354,-160.565,353,-67.093
2020,S,Semi-annual,360,Indonesia,0,All ships,1.2271,,21,,7842,,172000,,16280.0,,209325.0,,1534.0,,14855.0,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,0,All ships,1.2271,,21,,7842,,172000,,16280.0,,209325.0,,1534.0,,14855.0,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,0,All ships,1.2271,,21,,7842,,172000,,16280.0,,209325.0,,1534.0,,14855.0,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,0,All ships,1.2271,,21,,7842,,172000,,16280.0,,209325.0,,1534.0,,14855.0,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,0,All ships,1.2271,,21,,7842,,172000,,16280.0,,209325.0,,1534.0,,14855.0,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,23,,4982,,110239,,,,,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,23,,4982,,110239,,,,,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,23,,4982,,110239,,,,,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,23,,4982,,110239,,,,,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,23,,4982,,110239,,,,,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1972,,16,,7718,,81866,,11910.0,,159313.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1972,,16,,7718,,81866,,11910.0,,159313.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1972,,16,,7718,,81866,,11910.0,,159313.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1972,,16,,7718,,81866,,11910.0,,159313.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1972,,16,,7718,,81866,,11910.0,,159313.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9799,,14,,15882,,172000,,,,,,1534.0,,14855.0,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9799,,14,,15882,,172000,,,,,,1534.0,,14855.0,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9799,,14,,15882,,172000,,,,,,1534.0,,14855.0,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9799,,14,,15882,,172000,,,,,,1534.0,,14855.0,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9799,,14,,15882,,172000,,,,,,1534.0,,14855.0,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2073,,20,,4910,,49718,,6594.0,,81279.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2073,,20,,4910,,49718,,6594.0,,81279.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2073,,20,,4910,,49718,,6594.0,,81279.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2073,,20,,4910,,49718,,6594.0,,81279.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2073,,20,,4910,,49718,,6594.0,,81279.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.2125,,17,,25187,,108100,,44196.0,,209325.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.2125,,17,,25187,,108100,,44196.0,,209325.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.2125,,17,,25187,,108100,,44196.0,,209325.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.2125,,17,,25187,,108100,,44196.0,,209325.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.2125,,17,,25187,,108100,,44196.0,,209325.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,34,,9358,,66802,,4421.0,,22438.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,34,,9358,,66802,,4421.0,,22438.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,34,,9358,,66802,,4421.0,,22438.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,34,,9358,,66802,,4421.0,,22438.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,34,,9358,,66802,,4421.0,,22438.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0788,,20,,9878,,50676,,10998.0,,58899.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0788,,20,,9878,,50676,,10998.0,,58899.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0788,,20,,9878,,50676,,10998.0,,58899.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0788,,20,,9878,,50676,,10998.0,,58899.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0788,,20,,9878,,50676,,10998.0,,58899.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4003,,20,,87301,,139049,,68621.0,,97794.0,,,,,,BELAWAN,197,0.104,202,-2.0
2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4003,,20,,87301,,139049,,68621.0,,97794.0,,,,,,PANJANG,247,0.573,229,-7.0
2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4003,,20,,87301,,139049,,68621.0,,97794.0,,,,,,TANGER MEDITERRANEAN,27,-2.769,15,76.0
2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4003,,20,,87301,,139049,,68621.0,,97794.0,,,,,,TANJUNG PELEPAS,13,-3.342,11,86.0
2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4003,,20,,87301,,139049,,68621.0,,97794.0,,,,,,TANJUNG PERAK,153,-0.269,172,3.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,ANCONA,193,0.067,183,0.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,BATANGAS,112,-0.663,144,8.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,CASTELLON,144,-0.339,157,6.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,CHORNOMORSK,230,0.449,274,-19.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,GEMLIK,51,-1.892,282,-21.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,GIJON,187,0.013,212,-4.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,LATAKIA,171,-0.135,23,60.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,LUANDA,350,8.383,343,-115.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,NEW ORLEANS,265,0.865,237,-9.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,PALERMO,172,-0.125,182,1.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,RIJEKA,312,1.974,279,-20.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,SAMSUN,297,1.502,280,-20.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,SEATTLE,236,0.487,263,-16.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,TOMAKOMAI,205,0.194,204,-2.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,TRIESTE,212,0.241,264,-16.0
2020,S,Semi-annual,380,Italy,0,All ships,1.3111,,26,,9657,,232618,,18260.0,,298563.0,,4031.0,,23756.0,,VANCOUVER (CANADA),368,-573.524,368,-245.879
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,ANCONA,193,0.067,183,0.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,BATANGAS,112,-0.663,144,8.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,CASTELLON,144,-0.339,157,6.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,CHORNOMORSK,230,0.449,274,-19.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,GEMLIK,51,-1.892,282,-21.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,GIJON,187,0.013,212,-4.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,LATAKIA,171,-0.135,23,60.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,LUANDA,350,8.383,343,-115.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,NEW ORLEANS,265,0.865,237,-9.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,PALERMO,172,-0.125,182,1.0
2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,,RIJEKA,312,1.974,279,-20.0
