Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Port Name,Administrative Approach Rank,"Total
Points",Statistic Approach Rank,IndeX Value
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,ALGIERS,315,2.076,318,-49.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,ALTAMIRA,145,-0.324,98,17.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,BARRANQUILLA,169,-0.137,169,3.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,BILBAO,224,0.384,243,-10.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,CAI LAN,46,-1.991,74,27.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,GENOA,321,2.42,196,-1.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,MANZANILLO (MEXICO),275,1.07,145,8.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,PORT LOUIS,344,5.501,346,-175.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,SANTO TOMAS DE CASTILLA,203,0.185,201,-2.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,TANJUNG PRIOK,64,-1.521,66,31.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,UMM QASR,233,0.452,294,-27.0
2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071.0,,156000.0,,,,,,VENICE,274,1.042,295,-27.0
2020,S,Semi-annual,752,Sweden,0,All ships,0.8087,,22,,15352,,214286,,9067.0,,307284.0,,1550.0,,19630.0,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,0,All ships,0.8087,,22,,15352,,214286,,9067.0,,307284.0,,1550.0,,19630.0,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,0,All ships,0.8087,,22,,15352,,214286,,9067.0,,307284.0,,1550.0,,19630.0,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18612,,58377,,,,,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18612,,58377,,,,,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18612,,58377,,,,,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6983,,14,,8963,,159911,,13799.0,,307284.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6983,,14,,8963,,159911,,13799.0,,307284.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6983,,14,,8963,,159911,,13799.0,,307284.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0552,,21,,3766,,43788,,5275.0,,55807.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0552,,21,,3766,,43788,,5275.0,,55807.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0552,,21,,3766,,43788,,5275.0,,55807.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4979,,29,,7279,,44043,,10680.0,,82654.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4979,,29,,7279,,44043,,10680.0,,82654.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4979,,29,,7279,,44043,,10680.0,,82654.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,20,,27029,,75283,,10236.0,,31143.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,20,,27029,,75283,,10236.0,,31143.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,20,,27029,,75283,,10236.0,,31143.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.849,,14,,7823,,48655,,8567.0,,54655.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.849,,14,,7823,,48655,,8567.0,,54655.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.849,,14,,7823,,48655,,8567.0,,54655.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,752,Sweden,8,Liquefied natural gas carriers,0.8219,,6,,12575,,22887,,9610.0,,20918.0,,,,,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,8,Liquefied natural gas carriers,0.8219,,6,,12575,,22887,,9610.0,,20918.0,,,,,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,8,Liquefied natural gas carriers,0.8219,,6,,12575,,22887,,9610.0,,20918.0,,,,,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083.0,,303994.0,,3070.0,,19462.0,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362.0,,303994.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793.0,,62051.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189.0,,183049.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092.0,,45200.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692.0,,55047.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401.0,,122079.0,,,,,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,,ENSENADA,136,-0.378,125,11.0
2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,,LOS ANGELES,370,-954.086,369,-281.841
2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,,LYTTELTON,188,0.034,186,0.0
2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920.0,,321300.0,,3359.0,,23964.0,,SOUTHAMPTON,290,1.404,317,-45.0
2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,,ENSENADA,136,-0.378,125,11.0
2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,,LOS ANGELES,370,-954.086,369,-281.841
2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,,LYTTELTON,188,0.034,186,0.0
2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,,SOUTHAMPTON,290,1.404,317,-45.0
2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,,ENSENADA,136,-0.378,125,11.0
2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,,LOS ANGELES,370,-954.086,369,-281.841
2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,,LYTTELTON,188,0.034,186,0.0
2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568.0,,321300.0,,,,,,SOUTHAMPTON,290,1.404,317,-45.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,ENSENADA,136,-0.378,125,11.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,LOS ANGELES,370,-954.086,369,-281.841
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,LYTTELTON,188,0.034,186,0.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,SOUTHAMPTON,290,1.404,317,-45.0
2020,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.5222,,19,,3339,,71543,,4595.0,,55973.0,,,,,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.5222,,19,,3339,,71543,,4595.0,,55973.0,,,,,,ENSENADA,136,-0.378,125,11.0
