Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
2020S02,S2   2020,2020,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,1.9694,,9,,31263,,59229,,35670.0,,60000.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.2757,,6,,101725,,149367,,80895.0,,100000.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1125,,17,,14194,,236583,,11945.0,,321300.0,,3564.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,12485,,220000,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.034,,14,,12117,,167054,,20224.0,,321300.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7535,,15,,38408,,236583,,,,,,3564.0,,23964.0,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.5378,,18,,3297,,44657,,4587.0,,55683.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,5,Dry bulk carriers,3.0299,,13,,26467,,95086,,45415.0,,182307.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,6,Roll-on/ roll-off ships,,,14,,25454,,100430,,10134.0,,55828.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.0535,,11,,6594,,37366,,6995.0,,42543.0,,,,,
2020S02,S2   2020,2020,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.2507,,8,,102426,,168189,,84493.0,,155159.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,0,All ships,1.041,,18,,14300,,237200,,25065.0,,404389.0,,3459.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,0,World,1,Passenger ships,,,20,,6952,,228081,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,2,Liquid bulk carriers,0.984,,15,,15692,,170618,,27220.0,,323183.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,3,Container ships,0.775,,14,,37538,,237200,,,,,,3459.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1896,,21,,5515,,91784,,7513.0,,116173.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,5,Dry bulk carriers,2.1299,,14,,32337,,204014,,57908.0,,404389.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,17,,26375,,100430,,10529.0,,55828.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.0306,,15,,10629,,61000,,11902.0,,64220.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.1285,,12,,95187,,168189,,74216.0,,155159.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,0,All ships,1.5736,,21,,25644,,152457,,82613.0,,299688.0,,4728.0,,9572.0,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,1,Passenger ships,,,30,,2384,,29338,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.2628,,8,,23733,,84796,,40195.0,,167295.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,3,Container ships,1.4583,,14,,52245,,109712,,,,,,4728.0,,9572.0,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.9486,,11,,18266,,91649,,27860.0,,103652.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.7198,,10,,59983,,152457,,112223.0,,299688.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,6,Roll-on/ roll-off ships,,,12,,43049,,76420,,15883.0,,43878.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,7,Liquefied petroleum gas carriers,0.9479,,11,,12411,,51035,,14088.0,,58591.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,36,Australia,8,Liquefied natural gas carriers,1.2465,,10,,111949,,149367,,85987.0,,104701.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,0,All ships,0.9726,,28,,10698,,176546,,35957.0,,233584.0,,5325.0,,16020.0,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,1,Passenger ships,,,30,,6135,,30285,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,2,Liquid bulk carriers,1.1007,,12,,26133,,85762,,44055.0,,167282.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,3,Container ships,1.8233,,15,,58770,,176546,,,,,,5325.0,,16020.0,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,4,Dry breakbulk carriers,0.8663,,13,,12587,,42515,,17803.0,,60594.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,5,Dry bulk carriers,0.5514,,22,,28525,,118305,,49487.0,,233584.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,6,Roll-on/ roll-off ships,,,20,,11053,,100430,,6052.0,,55828.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,124,Canada,7,Liquefied petroleum gas carriers,1.5292,,9,,47124,,47963,,53781.0,,55209.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,0,All ships,1.134,,14,,31021,,237200,,45026.0,,404389.0,,4372.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,156,China,1,Passenger ships,,,14,,14517,,85619,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,2,Liquid bulk carriers,1.1684,,12,,20121,,170618,,35087.0,,323183.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,156,China,4,Dry breakbulk carriers,1.4358,,17,,10039,,91649,,14156.0,,103652.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,5,Dry bulk carriers,2.0292,,14,,40526,,204014,,73691.0,,404389.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,6,Roll-on/ roll-off ships,,,12,,33820,,76420,,11569.0,,43878.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,7,Liquefied petroleum gas carriers,1.0382,,14,,9479,,61000,,10328.0,,64220.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,156,China,8,Liquefied natural gas carriers,1.1854,,10,,93756,,168189,,74508.0,,155159.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,0,All ships,1.1587,,16,,3398,,153744,,15354.0,,182421.0,,3480.0,,15226.0,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,1,Passenger ships,,,16,,3004,,137936,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,0.8729,,15,,15296,,84315,,26122.0,,166300.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,3,Container ships,0.575,,15,,36524,,153744,,,,,,3480.0,,15226.0,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,2.6444,,23,,4882,,66870,,6495.0,,71955.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,191,Croatia,5,Dry bulk carriers,2.3125,,28,,10611,,93302,,17879.0,,182421.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,0,All ships,0.7653,,20,,9368,,214286,,7261.0,,167282.0,,1870.0,,19630.0,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,1,Passenger ships,,,20,,9704,,111554,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.7076,,17,,8517,,93154,,13523.0,,167282.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,3,Container ships,0.4576,,16,,20860,,214286,,,,,,1870.0,,19630.0,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.8785,,24,,3275,,49091,,4412.0,,63581.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.8618,,11,,8498,,66786,,13820.0,,120566.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,20,,22155,,60500,,10604.0,,24485.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.0368,,10,,3604,,4748,,3996.0,,5200.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,0,All ships,1.1799,,17,,21440,,237200,,16035.0,,308376.0,,5051.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,251,France,1,Passenger ships,,,18,,22359,,169116,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,2,Liquid bulk carriers,1.0399,,13,,10986,,162761,,18165.0,,308376.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.6437,,18,,4819,,39009,,6667.0,,62841.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,5,Dry bulk carriers,2.8882,,15,,23684,,107450,,41698.0,,208822.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,17,,29980,,76420,,12487.0,,48988.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.0774,,12,,9606,,48963,,10764.0,,55047.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1083,,10,,99417,,141671,,75682.0,,106896.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,0,All ships,0.8444,,19,,14056,,237200,,9136.0,,297958.0,,4465.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,11920,,153516,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5632,,18,,4810,,156915,,7809.0,,297958.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,3,Container ships,1.0833,,14,,49446,,237200,,,,,,4465.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,0.8663,,21,,3682,,40250,,4918.0,,62041.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.7833,,12,,30413,,107761,,52864.0,,209756.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,17,,30884,,100430,,12271.0,,55828.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8677,,15,,4932,,35158,,5394.0,,44617.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,0,All ships,0.8576,,23,,8509,,226963,,7885.0,,166164.0,,4241.0,,21413.0,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,1,Passenger ships,,,22,,7528,,226963,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6194,,22,,6060,,85522,,9748.0,,166164.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,3,Container ships,1.0184,,16,,45223,,219688,,,,,,4241.0,,21413.0,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.1469,,33,,2705,,35240,,3796.0,,55802.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.6378,,26,,6621,,44980,,11097.0,,83051.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,33,,17060,,76420,,7053.0,,48988.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,1.0,,23,,5807,,47774,,6835.0,,54304.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.1715,,11,,86368,,136980,,68294.0,,122052.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,0,All ships,1.2931,,21,,7910,,160467,,17321.0,,306951.0,,1294.0,,6921.0,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,1,Passenger ships,,,22,,5116,,20563,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.3056,,16,,8906,,160467,,14027.0,,306951.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,3,Container ships,1.0451,,15,,14248,,75579,,,,,,1294.0,,6921.0,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.2118,,21,,5161,,54732,,6985.0,,72562.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.0396,,17,,26216,,107741,,46114.0,,209801.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,32,,9465,,72635,,4347.0,,27200.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.0719,,19,,9547,,49292,,10418.0,,58899.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4285,,20,,84879,,113502,,67194.0,,97730.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,0,All ships,1.3326,,28,,9499,,232618,,18303.0,,211182.0,,3729.0,,23756.0,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,1,Passenger ships,,,31,,6471,,183900,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,2,Liquid bulk carriers,1.3257,,17,,16876,,87146,,28524.0,,164787.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,4,Dry breakbulk carriers,1.9222,,20,,6023,,40277,,8303.0,,62823.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,5,Dry bulk carriers,3.325,,16,,21478,,109716,,36488.0,,211182.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,6,Roll-on/ roll-off ships,,,13,,33278,,76420,,12855.0,,45200.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,380,Italy,7,Liquefied petroleum gas carriers,1.549,,14,,8298,,25248,,9498.0,,28532.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,0,All ships,0.4146,,14,,10716,,228741,,14802.0,,327017.0,,1571.0,,21237.0,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,1,Passenger ships,,,16,,4806,,50444,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,2,Liquid bulk carriers,0.3111,,12,,7646,,165571,,12865.0,,322861.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571.0,,21237.0,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,4,Dry breakbulk carriers,1.1951,,15,,6764,,50000,,8990.0,,80344.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,5,Dry bulk carriers,0.9035,,14,,17113,,161294,,29676.0,,327017.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,6,Roll-on/ roll-off ships,,,12,,17518,,76420,,7586.0,,43878.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,7,Liquefied petroleum gas carriers,0.3153,,14,,6931,,51035,,7523.0,,58811.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,392,Japan,8,Liquefied natural gas carriers,1.0222,,13,,73306,,149367,,53101.0,,122079.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",0,All ships,0.9,,15,,20044,,237200,,21638.0,,326932.0,,3027.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",1,Passenger ships,,,14,,16282,,35187,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",2,Liquid bulk carriers,0.7667,,13,,13690,,170618,,23588.0,,322861.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",3,Container ships,0.6951,,14,,32390,,237200,,,,,,3027.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",4,Dry breakbulk carriers,1.2167,,19,,5324,,91784,,7506.0,,116173.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",5,Dry bulk carriers,2.0924,,14,,28651,,172521,,51554.0,,326932.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",6,Roll-on/ roll-off ships,,,20,,27314,,76420,,11155.0,,43878.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,0.8424,,16,,7727,,60000,,8525.0,,60000.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,410,"Korea, Republic of",8,Liquefied natural gas carriers,1.0389,,13,,104880,,168189,,82835.0,,154940.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,0,All ships,0.6104,,17,,12855,,237200,,13943.0,,324272.0,,2812.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,1,Passenger ships,,,15,,15322,,164998,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,2,Liquid bulk carriers,0.5326,,17,,9113,,164364,,16885.0,,320106.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,3,Container ships,0.8806,,15,,30474,,237200,,,,,,2812.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,4,Dry breakbulk carriers,0.4812,,20,,4019,,49091,,5374.0,,63581.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,5,Dry bulk carriers,1.0354,,11,,35794,,173504,,63563.0,,324272.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,6,Roll-on/ roll-off ships,,,22,,16239,,76420,,6381.0,,48988.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,7,Liquefied petroleum gas carriers,0.9132,,15,,6625,,48022,,7230.0,,58691.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,528,Netherlands,8,Liquefied natural gas carriers,1.0118,,6,,56092,,128975,,43840.0,,99000.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,0,All ships,0.4111,,14,,3829,,167054,,7433.0,,323183.0,,840.0,,2668.0,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,1,Passenger ships,,,13,,3643,,75156,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,2,Liquid bulk carriers,0.6125,,15,,12908,,167054,,21000.0,,323183.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,3,Container ships,0.3493,,16,,8941,,37071,,,,,,840.0,,2668.0,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,4,Dry breakbulk carriers,0.3125,,24,,2772,,49091,,3280.0,,63581.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,5,Dry bulk carriers,0.8847,,16,,18954,,109716,,31717.0,,211182.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,6,Roll-on/ roll-off ships,,,18,,11326,,70853,,7074.0,,27343.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,7,Liquefied petroleum gas carriers,0.8101,,10,,10660,,37366,,11814.0,,42543.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,579,Norway,8,Liquefied natural gas carriers,0.2931,,15,,6275,,128806,,5048.0,,96844.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,0,All ships,1.509,,26,,12216,,136716,,17935.0,,182588.0,,1531.0,,7455.0,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,1,Passenger ships,,,37,,7219,,12288,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,2,Liquid bulk carriers,1.1493,,24,,13682,,87146,,23154.0,,166300.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,3,Container ships,1.4118,,16,,16877,,85676,,,,,,1531.0,,7455.0,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,4,Dry breakbulk carriers,1.8573,,32,,4216,,40328,,5494.0,,62041.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,5,Dry bulk carriers,2.5472,,15,,27530,,94710,,48073.0,,182588.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,6,Roll-on/ roll-off ships,,,32,,13317,,43810,,6469.0,,22910.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,7,Liquefied petroleum gas carriers,1.6014,,14,,8763,,18425,,10259.0,,22911.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,643,Russian Federation,8,Liquefied natural gas carriers,1.1187,,9,,98650,,136716,,72195.0,,97000.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,0,All ships,0.9021,,17,,15586,,237200,,14952.0,,211182.0,,3004.0,,23756.0,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,1,Passenger ships,,,19,,12497,,228081,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,2,Liquid bulk carriers,0.9174,,13,,10523,,88704,,17148.0,,164733.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.1653,,17,,5063,,66870,,7093.0,,71955.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,5,Dry bulk carriers,1.7694,,16,,22935,,109716,,39717.0,,211182.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,20,,30279,,76420,,11772.0,,48988.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,1.0361,,12,,6888,,48022,,7804.0,,58691.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0184,,12,,95587,,136980,,74060.0,,121957.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,0,All ships,0.7736,,23,,15910,,214286,,8538.0,,318227.0,,1581.0,,19630.0,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,1,Passenger ships,,,26,,20074,,111554,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6528,,15,,8340,,158536,,12565.0,,318227.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,3,Container ships,0.6149,,16,,17076,,214286,,,,,,1581.0,,19630.0,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0222,,21,,3811,,37499,,5375.0,,55807.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4437,,27,,6156,,44109,,9025.0,,81914.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,21,,27086,,76420,,10259.0,,31143.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.8076,,15,,7176,,48542,,7933.0,,54783.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,0,All ships,1.1958,,24,,6440,,194308,,16308.0,,299498.0,,3023.0,,19462.0,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,1,Passenger ships,,,25,,1636,,153516,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,2,Liquid bulk carriers,1.192,,14,,18349,,157814,,31413.0,,299498.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,3,Container ships,0.6236,,17,,33255,,194308,,,,,,3023.0,,19462.0,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,4,Dry breakbulk carriers,1.4931,,29,,4150,,43528,,5801.0,,62053.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,5,Dry bulk carriers,3.7319,,16,,24840,,106884,,42752.0,,206125.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,6,Roll-on/ roll-off ships,,,24,,27593,,76420,,10564.0,,45200.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,7,Liquefied petroleum gas carriers,1.234,,19,,16473,,48714,,19036.0,,54747.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,792,Türkiye,8,Liquefied natural gas carriers,1.2569,,10,,108899,,126004,,86460.0,,99025.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,0,All ships,1.5639,,26,,15219,,228741,,47527.0,,322829.0,,5503.0,,21237.0,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,1,Passenger ships,,,30,,5096,,228081,,,,,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,2,Liquid bulk carriers,1.5684,,11,,34405,,170611,,59428.0,,322829.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,3,Container ships,1.2069,,15,,61561,,228741,,,,,,5503.0,,21237.0,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,4,Dry breakbulk carriers,2.0076,,17,,12587,,91784,,17527.0,,116173.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,5,Dry bulk carriers,2.3632,,17,,30489,,108237,,54317.0,,207964.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,6,Roll-on/ roll-off ships,,,14,,58991,,100430,,21532.0,,55828.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,1.8507,,9,,30401,,61000,,34551.0,,63766.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.2844,,6,,104753,,149367,,83610.0,,121823.0,,,,,
2021S01,S1   2021,2021,S,Semi-annual,926,United Kingdom,0,All ships,1.1625,,18,,14350,,236583,,11973.0,,321300.0,,3162.0,,23964.0,
2021S01,S1   2021,2021,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,19,,12953,,169116,,,,,,,,,
