DATAFLOW,LAST UPDATE,freq,direct,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2015,69530,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2016,72926,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2017,78076,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2018,91798,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2019,93864,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2020,88520,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PL,2021,96663,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2010,65981,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2011,67506,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2012,67875,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2013,78244,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2014,80156,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2015,86769,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2016,91344,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2017,93356,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2018,90361,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2019,85320,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,PT,2020,79371,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2010,38122,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2011,38918,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2012,39520,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2013,43577,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2014,43753,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2015,44533,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2016,46295,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2017,46182,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2018,49107,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2019,53101,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2020,47220,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,RO,2021,53121,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2010,179579,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2011,177093,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2012,172976,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2013,161570,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2014,167530,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2015,169685,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2016,171324,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2017,175964,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2018,179949,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2019,170557,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2020,168970,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SE,2021,170619,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2010,14591,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2011,16198,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2012,16907,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2013,17184,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2014,18012,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2015,19931,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2016,21171,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2017,22311,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2018,23127,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2019,22114,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2020,18314,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,SI,2021,20060,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2010,338078,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2011,359082,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2012,374714,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2013,379400,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2014,378688,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2015,411783,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2016,425853,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2017,465981,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2018,454370,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2019,478116,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2020,490556,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,TR,2021,519907,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2010,511875,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2011,519495,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2012,500860,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2013,503324,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2014,503171,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2015,496708,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2016,484048,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2017,481815,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2018,483305,
ESTAT:TTR00009(1.0),2004/10/22 11:00,A,TOTAL,THS_T,UK,2019,486094,
