Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
2018S01,S1   2018,2018,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.07,,11,,6779,,47454,,7170,,54684,,,,,
2018S01,S1   2018,2018,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.44,,7,,76288,,168189,,62942,,154900,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,0,All ships,0.97,,18,,14920,,228081,,24342,,404389,,3550,,21413,
2018S02,S2   2018,2018,S,Semi-annual,0,World,1,Passenger ships,,,21,,8883,,228081,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,2,Liquid bulk carriers,0.94,,13,,15615,,172146,,27155,,323527,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,3,Container ships,0.71,,12,,38635,,217673,,,,,,3550,,21413,
2018S02,S2   2018,2018,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1,,19,,5422,,91784,,7357,,138743,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,5,Dry bulk carriers,2,,13,,31757,,203483,,56815,,404389,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,16,,25444,,100430,,10272,,55828,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.03,,13,,10779,,58100,,12181,,64220,,,,,
2018S02,S2   2018,2018,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.12,,10,,94838,,168189,,73747,,155159,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,0,All ships,1.46,,19,,26220,,168666,,78398,,299688,,4454,,8530,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,1,Passenger ships,,,28,,4233,,168666,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.35,,7,,24303,,154182,,41643,,299271,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,3,Container ships,1.2,,11,,47972,,94483,,,,,,4454,,8530,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.9,,12,,17824,,54651,,25177,,88272,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.62,,9,,59027,,152219,,110722,,299688,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,6,Roll-on/ roll-off ships,,,14,,39591,,76420,,15112,,43878,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,7,Liquefied petroleum gas carriers,0.92,,10,,12421,,48772,,14546,,58757,,,,,
2018S02,S2   2018,2018,S,Semi-annual,36,Australia,8,Liquefied natural gas carriers,1.19,,8,,110490,,144978,,84144,,109555,,,,,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,0,All ships,0.54,,25,,13894,,168666,,34987,,209325,,5208,,14052,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,1,Passenger ships,,,27,,9026,,168666,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,2,Liquid bulk carriers,1.09,,11,,21174,,85762,,35021,,159988,,,,,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,3,Container ships,1.51,,11,,57831,,153666,,,,,,5208,,14052,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,4,Dry breakbulk carriers,0.28,,9,,9778,,37499,,12528,,61026,,,,,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,5,Dry bulk carriers,0.2,,23,,26610,,108237,,45599,,209325,,,,,
2018S02,S2   2018,2018,S,Semi-annual,124,Canada,6,Roll-on/ roll-off ships,,,24,,14398,,100430,,7639,,55828,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,0,All ships,1.04,,12,,32682,,217673,,44703,,404389,,4646,,21413,
2018S02,S2   2018,2018,S,Semi-annual,156,China,1,Passenger ships,,,11,,18176,,168666,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,2,Liquid bulk carriers,1.11,,10,,19635,,170004,,34299,,323527,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,3,Container ships,0.63,,11,,50122,,217673,,,,,,4646,,21413,
2018S02,S2   2018,2018,S,Semi-annual,156,China,4,Dry breakbulk carriers,1.19,,15,,10413,,91784,,14961,,138743,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,5,Dry bulk carriers,2,,11,,40877,,203483,,74302,,404389,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,6,Roll-on/ roll-off ships,,,14,,29816,,76420,,9901,,43878,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,7,Liquefied petroleum gas carriers,1.01,,13,,9632,,58100,,10689,,58899,,,,,
2018S02,S2   2018,2018,S,Semi-annual,156,China,8,Liquefied natural gas carriers,1.19,,8,,102757,,168189,,82671,,155159,,,,,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,0,All ships,1.21,,15,,4045,,160534,,16837,,299999,,3765,,13100,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,1,Passenger ships,,,15,,3687,,121878,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,1.05,,13,,17752,,160534,,30894,,299999,,,,,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,3,Container ships,0.62,,12,,41659,,143521,,,,,,3765,,13100,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,2.49,,22,,4914,,32333,,6541,,44993,,,,,
2018S02,S2   2018,2018,S,Semi-annual,191,Croatia,5,Dry bulk carriers,1.67,,33,,9683,,92079,,16837,,179302,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,0,All ships,0.74,,18,,9842,,214286,,7450,,164565,,1975,,19630,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,1,Passenger ships,,,18,,10169,,145655,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.66,,16,,7970,,88099,,12683,,164565,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,3,Container ships,0.5,,14,,21929,,214286,,,,,,1975,,19630,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.84,,22,,3123,,20851,,4224,,19638,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.9,,30,,9340,,47051,,14928,,87144,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,17,,20572,,52485,,11887,,24485,,,,,
2018S02,S2   2018,2018,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.01,,11,,5432,,27546,,5833,,27037,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,0,All ships,1.12,,16,,23120,,228081,,17960,,323183,,5113,,20776,
2018S02,S2   2018,2018,S,Semi-annual,251,France,1,Passenger ships,,,17,,23757,,228081,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,2,Liquid bulk carriers,1.06,,12,,13330,,165571,,22722,,323183,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,3,Container ships,0.73,,12,,56496,,217673,,,,,,5113,,20776,
2018S02,S2   2018,2018,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.54,,15,,4656,,40322,,6490,,62942,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,5,Dry bulk carriers,3.02,,12,,27525,,94528,,48851,,181408,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,15,,28627,,77000,,11373,,46704,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.06,,11,,8153,,47985,,8965,,55066,,,,,
2018S02,S2   2018,2018,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.18,,7,,104229,,141671,,81577,,122006,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,0,All ships,0.54,,18,,13405,,217673,,8479,,207721,,3979,,21413,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,1,Passenger ships,,,18,,12176,,183200,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.36,,18,,4388,,93147,,7381,,164772,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,3,Container ships,0.78,,11,,43392,,217673,,,,,,3979,,21413,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,0.46,,20,,3545,,71543,,4835,,72924,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.49,,12,,29710,,108237,,52412,,207721,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,14,,29529,,100430,,12281,,55828,,,,,
2018S02,S2   2018,2018,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.76,,12,,5081,,25994,,5532,,29328,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,0,All ships,0.69,,20,,8453,,217617,,7332,,319191,,3814,,21237,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,1,Passenger ships,,,19,,7971,,125572,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.53,,21,,5188,,159813,,8226,,319191,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,3,Container ships,0.99,,14,,41332,,217617,,,,,,3814,,21237,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.07,,31,,2800,,24960,,3899,,38165,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.35,,25,,5732,,42929,,9551,,81932,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,32,,19082,,76420,,8191,,31143,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,0.84,,25,,4618,,16808,,5275,,17674,,,,,
2018S02,S2   2018,2018,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,0.99,,20,,73812,,113664,,64140,,93301,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,0,All ships,1.35,,19,,8096,,150695,,17354,,209956,,1450,,13100,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,1,Passenger ships,,,21,,4864,,150695,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.23,,14,,7953,,76216,,12281,,126646,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,3,Container ships,1.11,,14,,15424,,141635,,,,,,1450,,13100,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.31,,18,,5044,,46515,,6530,,55770,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.46,,16,,26031,,107666,,45847,,209956,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,30,,9770,,69931,,4238,,21423,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.15,,19,,9353,,49292,,10523,,58610,,,,,
2018S02,S2   2018,2018,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.41,,19,,90368,,118842,,70530,,95978,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,0,All ships,1.25,,28,,10152,,228081,,18528,,319191,,3745,,18400,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,1,Passenger ships,,,30,,7566,,228081,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,2,Liquid bulk carriers,1.28,,16,,16711,,162543,,28412,,319191,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,3,Container ships,0.83,,14,,41378,,194849,,,,,,3745,,18400,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,4,Dry breakbulk carriers,1.88,,18,,6027,,46295,,8289,,81279,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,5,Dry bulk carriers,3.66,,13,,23780,,151915,,41082,,313049,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,6,Roll-on/ roll-off ships,,,12,,29814,,76420,,12349,,46705,,,,,
2018S02,S2   2018,2018,S,Semi-annual,380,Italy,7,Liquefied petroleum gas carriers,1.57,,12,,8547,,23059,,9814,,27353,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,0,All ships,0.41,,13,,11793,,217612,,15429,,400000,,1670,,20388,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,1,Passenger ships,,,16,,6631,,168666,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,2,Liquid bulk carriers,0.31,,11,,8359,,164680,,14305,,323182,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,3,Container ships,0.35,,12,,17534,,217612,,,,,,1670,,20388,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,4,Dry breakbulk carriers,1.1,,14,,6556,,49720,,8762,,80500,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,5,Dry bulk carriers,0.86,,14,,17782,,203403,,31238,,400000,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,6,Roll-on/ roll-off ships,,,11,,18947,,76500,,7876,,43878,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,7,Liquefied petroleum gas carriers,0.32,,16,,5931,,48963,,6476,,58811,,,,,
2018S02,S2   2018,2018,S,Semi-annual,392,Japan,8,Liquefied natural gas carriers,1,,12,,78194,,151500,,55912,,122052,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",0,All ships,0.81,,14,,21185,,217673,,22057,,327095,,2951,,20776,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",1,Passenger ships,,,18,,15668,,144216,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",2,Liquid bulk carriers,0.8,,13,,13648,,170000,,23748,,321300,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",3,Container ships,0.62,,13,,32003,,217673,,,,,,2951,,20776,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",4,Dry breakbulk carriers,1.3,,17,,5735,,46112,,8836,,138743,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",5,Dry bulk carriers,2.42,,13,,29489,,172146,,53319,,327095,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",6,Roll-on/ roll-off ships,,,18,,25463,,76420,,10707,,43878,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,0.74,,15,,7479,,49288,,8210,,56824,,,,,
2018S02,S2   2018,2018,S,Semi-annual,410,"Korea, Republic of",8,Liquefied natural gas carriers,1.04,,10,,113798,,168189,,89721,,155159,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,0,All ships,0.57,,15,,13182,,217673,,14104,,323527,,2917,,21413,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,1,Passenger ships,,,13,,15802,,183200,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,2,Liquid bulk carriers,0.48,,15,,9432,,170004,,17099,,323527,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,3,Container ships,0.76,,12,,31501,,217673,,,,,,2917,,21413,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,4,Dry breakbulk carriers,0.45,,18,,4067,,71543,,5358,,72927,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,5,Dry bulk carriers,0.93,,10,,36597,,108237,,65622,,207810,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,6,Roll-on/ roll-off ships,,,21,,13652,,77000,,5717,,32246,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,7,Liquefied petroleum gas carriers,0.96,,10,,7401,,48060,,8157,,55066,,,,,
2018S02,S2   2018,2018,S,Semi-annual,528,Netherlands,8,Liquefied natural gas carriers,1.19,,5,,59958,,136980,,47251,,121946,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,0,All ships,0.43,,17,,4221,,171598,,6818,,319994,,778,,1300,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,1,Passenger ships,,,17,,4078,,171598,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,2,Liquid bulk carriers,0.6,,15,,11175,,163257,,17724,,319994,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,3,Container ships,0.34,,15,,8308,,15633,,,,,,778,,1300,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,4,Dry breakbulk carriers,0.34,,22,,2787,,39258,,3297,,55807,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,5,Dry bulk carriers,0.86,,17,,16614,,108237,,28099,,207721,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,6,Roll-on/ roll-off ships,,,14,,10280,,55598,,5945,,19844,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,7,Liquefied petroleum gas carriers,0.75,,11,,10672,,47379,,12085,,58677,,,,,
2018S02,S2   2018,2018,S,Semi-annual,579,Norway,8,Liquefied natural gas carriers,0.37,,10,,21553,,136739,,15242,,87677,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,0,All ships,1.26,,23,,9329,,171598,,13878,,180183,,1542,,7564,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,1,Passenger ships,,,18,,6983,,171598,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,2,Liquid bulk carriers,0.98,,22,,11326,,87146,,19000,,166468,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,3,Container ships,1.45,,15,,17283,,89097,,,,,,1542,,7564,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,4,Dry breakbulk carriers,1.39,,28,,3824,,38226,,4883,,53021,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,5,Dry bulk carriers,2.5,,14,,24717,,94710,,43010,,180183,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,6,Roll-on/ roll-off ships,,,25,,10197,,44891,,5950,,22910,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,7,Liquefied petroleum gas carriers,1.32,,9,,11567,,27546,,13080,,27014,,,,,
2018S02,S2   2018,2018,S,Semi-annual,643,Russian Federation,8,Liquefied natural gas carriers,1.07,,7,,111436,,144828,,81634,,97000,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,0,All ships,0.87,,17,,15668,,228081,,13876,,299999,,3183,,20776,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,1,Passenger ships,,,20,,13519,,228081,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,2,Liquid bulk carriers,0.84,,11,,10726,,160534,,17617,,299999,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,3,Container ships,0.67,,13,,35008,,217673,,,,,,3183,,20776,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.14,,15,,5169,,51065,,7253,,88666,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,5,Dry bulk carriers,2.28,,13,,24954,,108237,,43597,,207672,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,16,,21334,,77000,,7481,,48988,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,0.97,,11,,7189,,48963,,8206,,54656,,,,,
2018S02,S2   2018,2018,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.06,,11,,98650,,137535,,77586,,121963,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,0,All ships,0.8,,22,,15343,,214286,,8624,,164445,,1537,,19630,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18409,,145655,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.69,,14,,8375,,93147,,13008,,164445,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,3,Container ships,0.61,,13,,16730,,214286,,,,,,1537,,19630,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.05,,19,,3501,,26787,,4937,,38330,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.49,,28,,7190,,51147,,10668,,87665,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,19,,25108,,76420,,11332,,31143,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.84,,14,,6954,,47347,,7765,,54481,,,,,
2018S02,S2   2018,2018,S,Semi-annual,752,Sweden,8,Liquefied natural gas carriers,0.62,,3,,9876,,22887,,6766,,20918,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,0,All ships,1.15,,23,,5573,,162960,,15252,,316373,,3125,,15226,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,1,Passenger ships,,,24,,1683,,99526,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,2,Liquid bulk carriers,1.12,,13,,17343,,162960,,30039,,316373,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,3,Container ships,0.63,,15,,34567,,153744,,,,,,3125,,15226,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,4,Dry breakbulk carriers,1.48,,26,,3914,,43528,,5524,,81279,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,5,Dry bulk carriers,3.82,,13,,25050,,94984,,43260,,182644,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,6,Roll-on/ roll-off ships,,,26,,21108,,76420,,8912,,46705,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,7,Liquefied petroleum gas carriers,1.35,,16,,19319,,48542,,22777,,58677,,,,,
2018S02,S2   2018,2018,S,Semi-annual,792,Türkiye,8,Liquefied natural gas carriers,1.34,,11,,111026,,136980,,90432,,121957,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,0,All ships,1.37,,24,,16311,,228081,,46524,,321300,,5399,,14568,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,1,Passenger ships,,,28,,7970,,228081,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,2,Liquid bulk carriers,1.64,,10,,36153,,172146,,62860,,321300,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,3,Container ships,1.01,,12,,60411,,171542,,,,,,5399,,14568,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,4,Dry breakbulk carriers,1.81,,16,,12141,,66870,,16146,,73296,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,5,Dry bulk carriers,1.41,,20,,28321,,106385,,50652,,206699,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,6,Roll-on/ roll-off ships,,,12,,55153,,100430,,20928,,55828,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,2.05,,8,,30668,,57509,,34993,,59138,,,,,
2018S02,S2   2018,2018,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.25,,5,,92957,,136894,,73837,,97000,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,0,All ships,1.1,,17,,13784,,217673,,12258,,323183,,3382,,21413,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,18,,12463,,171598,,,,,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.06,,13,,12485,,170004,,20834,,323183,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,3,Container ships,0.73,,13,,36476,,217673,,,,,,3382,,21413,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.46,,17,,3306,,71543,,4540,,55807,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,5,Dry bulk carriers,2.97,,12,,26152,,94818,,45374,,182342,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,6,Roll-on/ roll-off ships,,,15,,24780,,100430,,10270,,55828,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.08,,11,,6789,,47454,,7224,,54684,,,,,
2018S02,S2   2018,2018,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.39,,5,,90070,,163922,,72978,,130442,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,0,All ships,0.9646,,18,,15177,,228081,,24647,,404389,,3525,,23000,
2019S01,S1   2019,2019,S,Semi-annual,0,World,1,Passenger ships,,,21,,8949,,228081,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,2,Liquid bulk carriers,0.9306,,14,,15665,,172146,,27250,,323183,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,3,Container ships,0.6931,,13,,38272,,219775,,,,,,3525,,23000,
2019S01,S1   2019,2019,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1028,,20,,5484,,91784,,7490,,138743,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,5,Dry bulk carriers,2.0104,,13,,32164,,203483,,57520,,404389,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,17,,25390,,100430,,10195,,55828,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.0229,,15,,10435,,59226,,11785,,64220,,,,,
2019S01,S1   2019,2019,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.1069,,11,,96064,,168189,,74458,,155159,,,,,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,0,All ships,1.4014,,20,,24755,,168666,,78064,,299688,,4465,,8500,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,1,Passenger ships,,,29,,4487,,168666,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.249,,8,,23279,,84789,,39811,,165293,,,,,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,3,Container ships,1.1222,,12,,48043,,91051,,,,,,4465,,8500,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.7181,,13,,17605,,54686,,24802,,83500,,,,,
2019S01,S1   2019,2019,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.5569,,10,,59021,,152219,,110556,,299688,,,,,
