Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,1,Passenger ships,,,19,,10095,,171598,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.6847,,16,,8321,,93147,,13421,,164565,,,,,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,3,Container ships,0.4403,,17,,20738,,214286,,,,,,1841,,19630,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.9233,,23,,3070,,26770,,4179,,37979,,,,,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.8167,,27,,10646,,47984,,17276,,87340,,,,,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,19,,20210,,52485,,11867,,24485,,,,,
2019S01,S1   2019,2019,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.0347,,10,,4336,,20151,,4842,,24303,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,0,All ships,1.1031,,17,,23397,,225282,,17542,,322398,,5090,,20776,
2019S01,S1   2019,2019,S,Semi-annual,251,France,1,Passenger ships,,,18,,24661,,225282,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,2,Liquid bulk carriers,1.0181,,12,,12200,,165571,,20882,,319398,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,3,Container ships,0.7549,,13,,56377,,217673,,,,,,5090,,20776,
2019S01,S1   2019,2019,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.5701,,16,,4521,,37499,,6340,,61026,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,5,Dry bulk carriers,2.8486,,13,,25541,,155051,,44819,,322398,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,15,,29174,,76420,,11543,,46705,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1118,,11,,8480,,48060,,9382,,58899,,,,,
2019S01,S1   2019,2019,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.1354,,8,,105122,,168189,,83239,,154940,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,0,All ships,0.5007,,18,,13549,,219775,,8485,,207219,,3913,,21413,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,1,Passenger ships,,,19,,12541,,171598,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.3424,,17,,4677,,93147,,7759,,163417,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,3,Container ships,0.759,,12,,42713,,219775,,,,,,3913,,21413,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,0.3792,,20,,3554,,71543,,4858,,62980,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.6309,,12,,30468,,107514,,53708,,207219,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,15,,29057,,100430,,11979,,55828,,,,,
2019S01,S1   2019,2019,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.7437,,13,,5595,,25299,,6155,,38427,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,0,All ships,0.7566,,21,,8803,,217612,,7653,,318325,,3839,,21413,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,1,Passenger ships,,,20,,8189,,168666,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.5424,,21,,5349,,162542,,8495,,318325,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,3,Container ships,1.0882,,15,,41553,,217612,,,,,,3839,,21413,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.1146,,31,,2895,,51065,,4009,,72148,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.3708,,25,,6569,,45271,,11036,,84867,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,32,,19594,,76500,,8426,,31143,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,0.9035,,27,,4872,,45805,,5628,,53293,,,,,
2019S01,S1   2019,2019,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.0993,,11,,97737,,136739,,78455,,95785,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,0,All ships,1.3056,,20,,8248,,163882,,18329,,300361,,1485,,11356,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,1,Passenger ships,,,21,,5179,,150695,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.1493,,15,,7717,,163882,,11976,,300361,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,3,Container ships,1.0597,,14,,15629,,131332,,,,,,1485,,11356,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.3472,,19,,5178,,48191,,6792,,62806,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,3.9201,,15,,28318,,119595,,50361,,226415,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,31,,9152,,76299,,3926,,22699,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.151,,20,,9693,,49292,,10838,,58811,,,,,
2019S01,S1   2019,2019,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.3778,,22,,89342,,151500,,68750,,97730,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,0,All ships,1.2667,,26,,10360,,225282,,18916,,322398,,4047,,19462,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,7368,,225282,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,2,Liquid bulk carriers,1.2646,,17,,17607,,170004,,30002,,319861,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,3,Container ships,0.8847,,15,,44631,,194849,,,,,,4047,,19462,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,4,Dry breakbulk carriers,1.8844,,18,,6077,,46295,,8410,,72914,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,5,Dry bulk carriers,3.4535,,13,,23028,,155051,,39356,,322398,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,6,Roll-on/ roll-off ships,,,14,,30942,,77000,,12645,,46705,,,,,
2019S01,S1   2019,2019,S,Semi-annual,380,Italy,7,Liquefied petroleum gas carriers,1.3729,,13,,8661,,25994,,9814,,29191,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,0,All ships,0.4125,,14,,11753,,219688,,15561,,400000,,1695,,20150,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,1,Passenger ships,,,16,,6497,,168666,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,2,Liquid bulk carriers,0.3083,,12,,8253,,166414,,14086,,323183,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,3,Container ships,0.35,,13,,17701,,219688,,,,,,1695,,20150,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,4,Dry breakbulk carriers,1.1819,,15,,6907,,61185,,9770,,138743,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,5,Dry bulk carriers,0.9111,,14,,17851,,198980,,31261,,400000,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,6,Roll-on/ roll-off ships,,,12,,18438,,77000,,7724,,43878,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,7,Liquefied petroleum gas carriers,0.3424,,16,,6660,,50676,,7347,,58811,,,,,
2019S01,S1   2019,2019,S,Semi-annual,392,Japan,8,Liquefied natural gas carriers,0.9854,,13,,77872,,151500,,55544,,122052,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",0,All ships,0.7813,,15,,19061,,217673,,21434,,327095,,2840,,23000,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",1,Passenger ships,,,18,,14848,,144216,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",2,Liquid bulk carriers,0.7465,,13,,13686,,170004,,23753,,321050,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",3,Container ships,0.5722,,13,,30521,,217673,,,,,,2840,,23000,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",4,Dry breakbulk carriers,1.1812,,18,,5395,,84503,,7832,,138743,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",5,Dry bulk carriers,1.9823,,13,,28167,,172521,,50660,,327095,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",6,Roll-on/ roll-off ships,,,18,,25987,,76420,,10721,,43878,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,0.7632,,16,,6733,,59226,,7391,,58757,,,,,
2019S01,S1   2019,2019,S,Semi-annual,410,"Korea, Republic of",8,Liquefied natural gas carriers,1.0319,,11,,112613,,168189,,88643,,155159,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,0,All ships,0.566,,16,,13256,,219775,,14585,,322861,,2937,,21413,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,1,Passenger ships,,,13,,15361,,168666,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,2,Liquid bulk carriers,0.4972,,16,,9892,,170004,,18230,,322861,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,3,Container ships,0.7882,,13,,31757,,219775,,,,,,2937,,21413,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,4,Dry breakbulk carriers,0.3979,,19,,3858,,91784,,5211,,116173,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,5,Dry bulk carriers,0.6694,,10,,36557,,151596,,65442,,300660,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,6,Roll-on/ roll-off ships,,,22,,14705,,77000,,6089,,48988,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,7,Liquefied petroleum gas carriers,0.9747,,11,,7222,,48963,,8024,,58690,,,,,
2019S01,S1   2019,2019,S,Semi-annual,528,Netherlands,8,Liquefied natural gas carriers,1.0868,,5,,62679,,128806,,49482,,97730,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,0,All ships,0.4063,,17,,4232,,171598,,6922,,209200,,787,,1678,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,1,Passenger ships,,,17,,4093,,171598,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,2,Liquid bulk carriers,0.6049,,15,,11425,,88099,,18290,,159513,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,3,Container ships,0.3042,,16,,8336,,17189,,,,,,787,,1678,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,4,Dry breakbulk carriers,0.3146,,23,,2838,,51065,,3327,,72562,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,5,Dry bulk carriers,0.8528,,18,,18149,,108237,,30601,,209200,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,6,Roll-on/ roll-off ships,,,17,,10140,,73358,,6096,,21500,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,7,Liquefied petroleum gas carriers,0.7646,,11,,10753,,48051,,12088,,55047,,,,,
2019S01,S1   2019,2019,S,Semi-annual,579,Norway,8,Liquefied natural gas carriers,0.4479,,11,,19930,,136739,,14110,,95785,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,0,All ships,1.3271,,23,,12884,,171598,,19079,,206960,,1544,,7100,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,1,Passenger ships,,,30,,18806,,171598,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,2,Liquid bulk carriers,1.0701,,22,,15177,,87146,,25884,,166468,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,3,Container ships,1.3132,,16,,17443,,85676,,,,,,1544,,7100,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,4,Dry breakbulk carriers,1.7222,,29,,4082,,43994,,5228,,80500,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,5,Dry bulk carriers,1.9764,,14,,26128,,107413,,45238,,206960,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,6,Roll-on/ roll-off ships,,,27,,10553,,60975,,5606,,22910,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,7,Liquefied petroleum gas carriers,1.2375,,9,,10550,,18425,,11998,,23495,,,,,
2019S01,S1   2019,2019,S,Semi-annual,643,Russian Federation,8,Liquefied natural gas carriers,1.1139,,6,,102497,,128975,,75594,,96958,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,0,All ships,0.8701,,17,,16080,,225282,,13776,,313049,,3194,,20776,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,1,Passenger ships,,,20,,13837,,225282,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,2,Liquid bulk carriers,0.9,,11,,11040,,87827,,18097,,167294,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,3,Container ships,0.6552,,14,,35140,,217673,,,,,,3194,,20776,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.1292,,15,,5048,,46295,,7084,,81279,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,5,Dry bulk carriers,1.8226,,16,,22957,,151915,,39988,,313049,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,17,,21977,,77000,,7610,,48988,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,0.9281,,11,,8211,,48963,,9446,,55209,,,,,
2019S01,S1   2019,2019,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0215,,11,,87812,,163922,,68982,,130208,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,0,All ships,0.7958,,22,,15524,,214286,,9371,,162397,,1603,,19630,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18508,,145655,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6799,,14,,8439,,93147,,13023,,162397,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,3,Container ships,0.6181,,14,,17682,,214286,,,,,,1603,,19630,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0681,,20,,3763,,37499,,5285,,56023,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.3465,,25,,11751,,44407,,18515,,82139,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,19,,25882,,76420,,11540,,39516,,,,,
2019S01,S1   2019,2019,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.8531,,14,,7356,,47379,,8287,,54555,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,0,All ships,1.1681,,25,,5544,,176490,,15797,,319616,,3193,,15908,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,1,Passenger ships,,,26,,1629,,99836,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,2,Liquid bulk carriers,1.1299,,13,,18574,,170004,,32337,,319616,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,3,Container ships,0.6382,,16,,35283,,176490,,,,,,3193,,15908,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,4,Dry breakbulk carriers,1.475,,27,,4013,,45349,,5612,,62942,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,5,Dry bulk carriers,3.7306,,14,,24510,,96452,,42046,,183123,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,6,Roll-on/ roll-off ships,,,27,,20920,,77000,,8461,,46704,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,7,Liquefied petroleum gas carriers,1.2736,,14,,18371,,48022,,21194,,55115,,,,,
2019S01,S1   2019,2019,S,Semi-annual,792,Türkiye,8,Liquefied natural gas carriers,1.2792,,12,,110462,,136980,,89371,,122006,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,0,All ships,1.4826,,24,,16678,,228081,,47024,,322829,,5364,,19462,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,1,Passenger ships,,,28,,8256,,228081,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,2,Liquid bulk carriers,1.6799,,10,,35727,,166414,,61993,,322829,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,3,Container ships,1.0358,,13,,59506,,193489,,,,,,5364,,19462,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,4,Dry breakbulk carriers,1.7927,,17,,11848,,66870,,15914,,73296,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,5,Dry bulk carriers,2.1833,,18,,29308,,107514,,51995,,207219,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,6,Roll-on/ roll-off ships,,,13,,57539,,100430,,21020,,55828,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,1.9358,,9,,30712,,59226,,35200,,59138,,,,,
2019S01,S1   2019,2019,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.3208,,6,,96026,,143000,,77326,,121963,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,0,All ships,1.0799,,17,,13625,,219775,,12722,,319994,,3400,,21413,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,18,,12040,,171598,,,,,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0476,,14,,12364,,164680,,20588,,319994,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,3,Container ships,0.7396,,14,,36769,,219775,,,,,,3400,,21413,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.4858,,19,,3253,,71543,,4497,,56816,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,5,Dry bulk carriers,1.9139,,13,,26735,,93297,,45816,,182618,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,6,Roll-on/ roll-off ships,,,16,,24690,,100430,,10233,,55828,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.0951,,12,,6740,,59226,,7173,,54361,,,,,
2019S01,S1   2019,2019,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.3556,,8,,109716,,168189,,90834,,155159,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,0,All ships,0.9667,,18,,14799,,234006,,24513,,441585,,3507,,23756,
2019S02,S2   2019,2019,S,Semi-annual,0,World,1,Passenger ships,,,21,,8779,,228081,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,2,Liquid bulk carriers,0.9389,,14,,15737,,234006,,27322,,441585,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,3,Container ships,0.691,,13,,38075,,232618,,,,,,3507,,23756,
2019S02,S2   2019,2019,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1014,,20,,5469,,91784,,7505,,138743,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,5,Dry bulk carriers,2.0014,,14,,31864,,204014,,57012,,404389,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,17,,25169,,100430,,10011,,55828,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.0063,,14,,10179,,59226,,11480,,64220,,,,,
2019S02,S2   2019,2019,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.109,,10,,94922,,168189,,73784,,156000,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,0,All ships,1.4583,,20,,25938,,168666,,79711,,299688,,4553,,9971,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,1,Passenger ships,,,28,,4303,,168666,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.3465,,8,,24907,,157225,,42567,,297085,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,3,Container ships,1.2389,,12,,49429,,109712,,,,,,4553,,9971,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.65,,13,,17522,,54567,,24444,,80500,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.6021,,10,,59321,,152219,,111221,,299688,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,6,Roll-on/ roll-off ships,,,13,,38521,,76420,,15119,,43878,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,7,Liquefied petroleum gas carriers,0.9344,,9,,14677,,50676,,16730,,55134,,,,,
2019S02,S2   2019,2019,S,Semi-annual,36,Australia,8,Liquefied natural gas carriers,1.2337,,8,,112157,,151500,,84708,,97955,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,0,All ships,0.6528,,27,,12167,,171598,,34352,,321300,,5138,,13386,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,1,Passenger ships,,,30,,7848,,171598,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,2,Liquid bulk carriers,1.0434,,11,,21191,,169919,,35102,,321300,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,3,Container ships,1.467,,13,,57058,,153666,,,,,,5138,,13386,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,4,Dry breakbulk carriers,0.7288,,12,,11782,,44234,,16484,,55531,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,5,Dry bulk carriers,0.2201,,24,,26907,,107897,,46142,,209988,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,6,Roll-on/ roll-off ships,,,18,,11940,,100430,,6277,,55828,,,,,
2019S02,S2   2019,2019,S,Semi-annual,124,Canada,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,0,All ships,1.0313,,12,,32389,,232618,,45529,,404389,,4659,,23756,
2019S02,S2   2019,2019,S,Semi-annual,156,China,1,Passenger ships,,,12,,17154,,169379,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,2,Liquid bulk carriers,1.0646,,10,,20505,,172146,,35963,,323183,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,3,Container ships,0.5958,,12,,49970,,232618,,,,,,4659,,23756,
2019S02,S2   2019,2019,S,Semi-annual,156,China,4,Dry breakbulk carriers,1.1667,,16,,10077,,91784,,14323,,138743,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,5,Dry bulk carriers,2.0319,,12,,42121,,204014,,76729,,404389,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,6,Roll-on/ roll-off ships,,,14,,29367,,76420,,9472,,43878,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,7,Liquefied petroleum gas carriers,0.975,,15,,8023,,59226,,8914,,64220,,,,,
2019S02,S2   2019,2019,S,Semi-annual,156,China,8,Liquefied natural gas carriers,1.1844,,9,,96112,,168189,,75851,,155159,,,,,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,0,All ships,1.2347,,15,,3942,,153744,,15500,,159092,,3280,,15226,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,1,Passenger ships,,,15,,3645,,113561,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,1.0708,,13,,15801,,82839,,27318,,159092,,,,,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,3,Container ships,0.6313,,13,,35566,,153744,,,,,,3280,,15226,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,2.8438,,22,,4650,,23119,,6232,,29901,,,,,
2019S02,S2   2019,2019,S,Semi-annual,191,Croatia,5,Dry bulk carriers,2.3465,,36,,7500,,51255,,12809,,93237,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,0,All ships,0.7434,,19,,9905,,214286,,7602,,158622,,1736,,19630,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,1,Passenger ships,,,18,,10252,,171598,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.6896,,16,,8454,,93147,,13447,,158622,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,3,Container ships,0.491,,18,,18546,,214286,,,,,,1736,,19630,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.8688,,23,,3095,,26770,,4207,,37994,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.8604,,15,,7869,,54486,,12570,,95263,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,19,,20604,,52485,,12435,,24485,,,,,
2019S02,S2   2019,2019,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.0653,,11,,5758,,20151,,6616,,24286,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,0,All ships,1.1243,,17,,22954,,225282,,17174,,320805,,5037,,20600,
2019S02,S2   2019,2019,S,Semi-annual,251,France,1,Passenger ships,,,18,,24055,,225282,,,,,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,2,Liquid bulk carriers,1.0403,,12,,12277,,165680,,20723,,320805,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,3,Container ships,0.7347,,14,,56308,,217673,,,,,,5037,,20600,
2019S02,S2   2019,2019,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.5962,,16,,4610,,44865,,6401,,73296,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,5,Dry bulk carriers,3.2503,,12,,26599,,94544,,46798,,183026,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,16,,27666,,76420,,10967,,46705,,,,,
2019S02,S2   2019,2019,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1288,,11,,9297,,48022,,10336,,54592,,,,,
